transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
386,10/23/2022,13:20:00,77,Female,54,Electronics,2,300,153,600
387,1/26/2023,21:58:00,118,Male,44,Beauty,1,30,9,30
388,12/3/2022,19:04:00,60,Male,50,Electronics,1,25,12.25,25
389,11/11/2022,19:06:00,109,Male,21,Clothing,2,25,12.25,50
390,10/7/2022,20:53:00,88,Male,39,Electronics,2,50,51,100
391,3/25/2022,7:37:00,68,Male,19,Beauty,2,25,6.25,50
392,12/21/2022,13:11:00,77,Male,27,Clothing,2,300,78,600
393,10/19/2022,18:52:00,85,Female,22,Beauty,2,500,595,1000
394,8/19/2022,19:27:00,105,Female,27,Clothing,1,500,165,500
395,12/1/2022,15:00:00,76,Male,50,Electronics,2,500,175,1000
396,12/15/2022,7:11:00,29,Female,55,Beauty,1,30,10.8,30
397,10/26/2023,8:06:00,59,Female,30,Beauty,1,25,10.5,25
398,2/23/2023,21:17:00,5,Female,48,Clothing,2,300,114,600
399,12/7/2022,9:25:00,136,Female,64,Beauty,2,30,12.9,60
400,3/8/2022,9:52:00,2,Male,53,Clothing,4,50,24,200
401,12/3/2023,19:03:00,51,Female,62,Clothing,1,300,372,300
402,7/12/2023,8:45:00,63,Female,41,Clothing,2,300,135,600
403,4/22/2023,19:31:00,5,Male,32,Clothing,2,300,78,600
404,2/13/2023,19:55:00,59,Male,46,Electronics,2,500,160,1000
405,10/17/2022,17:55:00,79,Female,25,Clothing,4,300,324,1200
406,4/1/2023,11:50:00,3,Female,22,Beauty,4,25,11,100
407,7/16/2022,22:17:00,117,Female,46,Electronics,3,300,138,900
408,12/22/2023,8:18:00,4,Female,64,Beauty,1,500,140,500
409,12/17/2023,12:30:00,55,Female,21,Electronics,3,300,87,900
410,10/31/2023,19:41:00,64,Female,29,Clothing,2,50,14.5,100
411,7/25/2023,20:04:00,3,Male,62,Electronics,4,50,24.5,200
412,9/4/2022,19:36:00,30,Female,19,Electronics,4,500,570,2000
413,11/28/2023,21:52:00,60,Female,44,Beauty,3,25,25.5,75
414,5/10/2023,19:40:00,1,Male,48,Beauty,4,25,9.75,100
415,1/5/2022,9:59:00,85,Male,53,Clothing,2,30,8.1,60
416,8/21/2022,9:29:00,55,Male,53,Electronics,4,500,245,2000
417,10/1/2023,22:03:00,109,Male,43,Electronics,3,300,162,900
418,4/1/2022,18:05:00,95,Female,60,Electronics,2,500,155,1000
419,3/31/2023,19:18:00,5,Female,44,Clothing,3,30,11.7,90
420,1/2/2022,10:53:00,28,Female,22,Clothing,4,500,200,2000
421,4/8/2022,8:43:00,66,Female,37,Clothing,3,500,235,1500
422,8/21/2022,22:34:00,67,Female,28,Clothing,3,30,13.2,90
423,7/18/2022,6:06:00,41,Female,27,Clothing,1,25,11.75,25
424,12/20/2023,19:21:00,101,Male,57,Beauty,4,300,147,1200
425,6/11/2023,18:28:00,2,Female,55,Electronics,4,30,15.6,120
426,12/13/2023,8:11:00,137,Male,23,Electronics,3,50,12.5,150
427,11/16/2023,21:26:00,120,Male,25,Electronics,1,25,11.75,25
428,12/2/2022,22:44:00,50,Female,40,Electronics,4,50,49.5,200
429,9/8/2023,14:29:00,80,Male,64,Electronics,2,25,6.75,50
430,5/23/2023,18:36:00,100,Female,43,Electronics,3,300,153,900
431,10/29/2022,22:02:00,99,Male,63,Electronics,4,300,345,1200
432,3/10/2022,11:31:00,17,Female,,Electronics,2,500,190,1000
433,7/29/2022,8:48:00,144,Male,29,Beauty,4,50,20,200
434,10/26/2022,6:09:00,50,Female,43,Electronics,2,25,8.25,50
435,12/15/2023,13:41:00,113,Female,30,Beauty,3,300,108,900
436,10/22/2023,11:54:00,21,Female,57,Clothing,4,30,13.5,120
437,11/26/2023,18:53:00,56,Female,35,Electronics,4,300,345,1200
438,8/31/2022,10:15:00,88,Female,42,Clothing,1,30,15.9,30
439,5/6/2022,21:46:00,42,Male,50,Clothing,3,25,11.75,75
440,11/22/2023,20:15:00,110,Male,64,Clothing,2,300,348,600
441,11/6/2023,22:00:00,85,Male,57,Beauty,4,300,351,1200
442,6/30/2023,11:07:00,24,Female,60,Clothing,4,25,13.25,100
443,9/19/2023,20:25:00,98,Male,29,Clothing,2,300,114,600
444,10/6/2022,7:06:00,51,Female,61,Clothing,3,30,15.9,90
445,4/14/2022,10:48:00,132,Female,53,Electronics,1,300,138,300
446,11/2/2022,19:57:00,104,Male,21,Electronics,1,50,13,50
447,4/18/2023,17:57:00,37,Male,22,Beauty,4,500,245,2000
448,3/19/2022,9:36:00,86,Female,54,Beauty,2,30,16.2,60
449,1/3/2022,18:28:00,58,Male,25,Electronics,4,50,26.5,200
450,12/1/2023,6:35:00,2,Female,59,Beauty,2,25,11,50
451,10/9/2023,15:38:00,74,Female,45,Electronics,1,30,13.5,30
452,1/30/2023,22:41:00,4,Female,48,Clothing,3,500,240,1500
453,10/14/2022,14:45:00,90,Female,26,Clothing,2,500,265,1000
454,3/12/2022,7:20:00,13,Female,46,Beauty,1,25,13,25
455,11/21/2023,19:15:00,134,Male,31,Electronics,4,25,13.25,100
456,12/15/2023,19:45:00,51,Male,57,Electronics,2,30,33.9,60
457,11/28/2022,22:49:00,38,Female,58,Beauty,3,300,147,900
458,11/28/2023,21:35:00,110,Female,39,Electronics,4,25,7,100
459,5/23/2023,7:12:00,122,Male,28,Clothing,4,300,75,1200
460,5/1/2023,23:00:00,2,Male,40,Beauty,1,50,19,50
461,7/18/2023,10:33:00,21,Female,18,Beauty,2,500,265,1000
462,8/26/2023,10:04:00,71,Male,63,Electronics,4,300,132,1200
463,1/29/2023,20:22:00,55,Female,54,Beauty,3,500,175,1500
464,3/6/2022,11:13:00,24,Male,38,Electronics,2,300,75,600
465,2/22/2023,11:52:00,40,Female,43,Electronics,3,50,15.5,150
466,1/11/2023,21:52:00,66,Male,63,Electronics,4,25,13.75,100
467,1/24/2022,22:39:00,151,Female,53,Electronics,3,50,14.5,150
468,12/5/2022,14:32:00,86,Male,40,Electronics,1,25,12.25,25
469,3/21/2023,19:24:00,4,Male,18,Beauty,3,25,8.75,75
470,12/26/2023,18:58:00,4,Female,57,Clothing,2,500,165,1000
471,3/8/2023,10:21:00,136,Male,32,Clothing,3,50,13,150
472,10/30/2023,15:23:00,95,Female,38,Beauty,3,300,162,900
473,9/25/2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50
474,5/8/2022,17:57:00,145,Female,26,Clothing,3,500,210,1500
475,8/12/2022,10:39:00,78,Male,26,Clothing,3,25,9,75
476,12/12/2023,18:31:00,131,Female,27,Clothing,4,500,570,2000
477,12/3/2023,17:24:00,3,Male,43,Clothing,4,30,16.2,120
478,7/24/2023,11:13:00,3,Female,58,Clothing,2,30,8.1,60
479,11/3/2022,21:35:00,90,Male,52,Electronics,4,300,105,1200
480,12/22/2022,22:12:00,126,Female,42,Beauty,4,500,225,2000
481,7/13/2023,17:12:00,48,Female,43,Electronics,4,300,114,1200
482,8/12/2023,18:57:00,3,Female,28,Clothing,4,300,141,1200
483,2/6/2023,17:25:00,2,Male,55,Clothing,1,30,8.4,30
484,3/13/2022,7:52:00,135,Female,19,Clothing,4,300,75,1200
485,11/8/2022,17:30:00,101,Male,24,Electronics,1,30,11.4,30
486,12/2/2023,9:47:00,4,Female,35,Electronics,1,25,6.5,25
487,4/9/2023,21:03:00,36,Male,44,Clothing,4,500,235,2000
488,7/5/2022,17:28:00,26,Female,51,Electronics,3,300,123,900
489,10/31/2023,22:01:00,1,Male,44,Electronics,1,30,14.4,30
490,1/27/2022,6:07:00,43,Male,34,Clothing,3,50,18.5,150
491,12/30/2023,21:11:00,4,Female,60,Electronics,3,300,78,900
492,12/16/2023,17:52:00,4,Male,61,Beauty,4,25,6.5,100
493,12/1/2022,20:10:00,95,Male,41,Beauty,2,25,7.75,50
494,9/25/2023,20:18:00,140,Female,42,Beauty,4,50,58,200
495,6/24/2022,21:06:00,131,Male,24,Beauty,2,30,11.7,60
496,12/12/2022,13:07:00,91,Male,23,Clothing,2,300,141,600
497,12/31/2023,18:11:00,127,Male,41,Clothing,4,30,37.2,120
498,3/22/2022,22:20:00,41,Female,50,Clothing,4,25,8.25,100
499,4/3/2022,10:52:00,15,Male,46,Beauty,2,30,16.5,60
500,10/14/2022,6:11:00,120,Female,60,Beauty,4,25,11.5,100
501,6/28/2023,20:21:00,2,Male,39,Electronics,2,30,9,60
502,7/22/2023,11:00:00,31,Male,43,Electronics,3,50,22.5,150
503,10/8/2023,20:06:00,63,Male,45,Beauty,4,500,570,2000
504,3/31/2023,18:07:00,4,Female,38,Beauty,3,50,22,150
505,12/17/2022,7:25:00,86,Male,24,Beauty,1,50,19.5,50
506,4/29/2022,7:13:00,9,Male,34,Beauty,3,500,200,1500
507,12/11/2022,21:40:00,52,Female,37,Electronics,3,500,485,1500
508,7/5/2023,22:52:00,32,Male,58,Beauty,2,300,123,600
509,7/10/2023,19:35:00,70,Female,37,Electronics,3,300,141,900
510,5/29/2023,17:04:00,14,Female,39,Beauty,4,50,13,200
511,12/23/2023,18:19:00,146,Male,45,Beauty,2,50,24.5,100
512,12/6/2022,18:00:00,56,Female,57,Beauty,1,25,9.5,25
513,10/21/2022,18:31:00,85,Male,24,Electronics,4,25,24.5,100
514,11/4/2022,8:35:00,139,Female,18,Electronics,1,300,96,300
515,2/13/2022,20:47:00,71,Female,49,Clothing,3,300,75,900
516,9/20/2023,18:38:00,85,Male,30,Beauty,4,25,24.25,100
517,8/20/2023,8:54:00,3,Female,47,Clothing,4,25,9.25,100
518,7/31/2023,17:01:00,2,Female,40,Clothing,1,30,16.2,30
519,4/8/2022,10:17:00,52,Female,36,Electronics,4,30,16.5,120
520,10/16/2022,12:42:00,79,Female,49,Electronics,4,25,13,100
521,10/28/2023,19:56:00,133,Female,47,Clothing,4,30,8.7,120
522,7/9/2022,11:00:00,52,Male,46,Beauty,3,500,145,1500
523,11/13/2023,19:18:00,110,Female,62,Electronics,1,300,375,300
524,9/17/2023,19:52:00,12,Male,46,Beauty,4,300,297,1200
525,9/5/2022,14:15:00,98,Female,47,Beauty,2,25,7,50
526,11/19/2022,12:47:00,65,Male,33,Clothing,2,50,19.5,100
527,4/21/2023,11:35:00,1,Male,57,Clothing,2,25,11.5,50
528,12/11/2023,21:51:00,102,Female,36,Clothing,2,30,9.6,60
529,11/29/2022,17:43:00,46,Female,35,Clothing,3,50,20.5,150
530,5/1/2022,7:52:00,8,Female,18,Electronics,4,30,9,120
531,10/8/2022,12:30:00,105,Male,31,Electronics,1,500,275,500
532,8/15/2022,18:04:00,92,Female,64,Clothing,4,30,12.9,120
533,11/13/2022,17:19:00,92,Male,19,Electronics,3,500,155,1500
534,4/27/2023,22:30:00,112,Male,45,Clothing,2,500,140,1000
535,11/20/2023,13:46:00,59,Male,47,Beauty,3,30,16.2,90
536,8/20/2022,6:25:00,17,Female,55,Beauty,4,30,8.7,120
537,10/1/2023,18:07:00,98,Female,21,Beauty,1,500,275,500
538,12/22/2023,18:20:00,102,Male,18,Clothing,3,50,56.5,150
539,11/30/2023,18:13:00,135,Male,25,Beauty,1,500,205,500
540,12/22/2022,16:17:00,79,Female,46,Electronics,3,300,87,900
541,12/25/2022,18:37:00,39,Male,56,Beauty,1,500,215,500
542,6/1/2023,18:41:00,50,Female,20,Beauty,1,50,24,50
543,4/16/2022,20:30:00,121,Male,49,Beauty,2,300,75,600
544,10/31/2023,13:46:00,95,Female,27,Electronics,1,25,10.25,25
545,12/19/2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50
546,12/30/2022,22:32:00,57,Female,36,Electronics,4,50,53.5,200
547,11/14/2022,7:36:00,3,Male,63,Clothing,4,500,250,2000
548,4/14/2023,7:00:00,4,Female,51,Clothing,2,30,15.6,60
549,11/3/2022,19:39:00,114,Female,50,Beauty,2,50,12.5,100
550,9/27/2023,16:58:00,80,Male,40,Clothing,3,300,90,900
551,3/21/2023,22:45:00,99,Male,45,Electronics,3,300,141,900
552,10/29/2022,13:32:00,85,Female,49,Electronics,3,25,9.75,75
553,3/20/2023,6:17:00,106,Male,24,Clothing,4,300,81,1200
554,12/6/2022,21:04:00,94,Female,46,Beauty,3,50,13,150
555,12/14/2022,19:35:00,103,Male,25,Beauty,1,300,360,300
556,2/5/2022,17:37:00,42,Female,18,Electronics,1,50,12.5,50
557,9/27/2023,20:01:00,155,Female,20,Beauty,3,30,12.9,90
558,10/26/2023,17:47:00,108,Female,41,Clothing,1,25,26,25
559,12/12/2022,10:48:00,5,Female,40,Clothing,4,300,84,1200
560,10/23/2023,22:51:00,7,Female,25,Electronics,1,50,19,50
561,7/29/2022,17:04:00,34,Female,64,Clothing,4,500,250,2000
562,11/9/2023,9:26:00,3,Male,54,Electronics,2,25,7.25,50
563,12/21/2022,18:40:00,150,Male,20,Clothing,2,30,16.2,60
564,9/12/2023,20:14:00,114,Male,50,Electronics,2,50,55.5,100
565,9/5/2023,20:24:00,75,Female,45,Beauty,2,30,9,60
566,11/26/2022,19:15:00,106,Female,64,Clothing,1,30,8.4,30
567,5/8/2023,19:53:00,5,Female,25,Clothing,3,300,144,900
568,8/11/2023,20:03:00,32,Female,51,Electronics,1,300,372,300
569,4/29/2022,20:49:00,132,Male,52,Electronics,4,50,19,200
570,6/9/2022,22:53:00,91,Male,49,Clothing,1,500,185,500
571,10/20/2022,12:51:00,87,Female,41,Electronics,1,50,16,50
572,12/13/2023,18:33:00,5,Male,31,Clothing,4,500,185,2000
573,9/19/2023,22:59:00,78,Male,49,Beauty,2,30,36.3,60
574,9/17/2023,20:12:00,24,Female,63,Electronics,2,25,24.75,50
575,12/12/2023,10:29:00,14,Male,60,Clothing,2,50,23,100
576,12/25/2023,17:30:00,113,Female,33,Beauty,3,50,20,150
577,4/21/2022,11:55:00,45,Male,21,Beauty,4,500,215,2000
578,12/5/2023,22:42:00,68,Female,54,Clothing,4,30,9.3,120
579,10/6/2023,17:43:00,41,Female,38,Electronics,1,30,36.6,30
580,11/14/2022,14:44:00,104,Female,31,Clothing,3,500,200,1500
581,12/15/2022,21:16:00,103,Female,48,Beauty,2,30,13.8,60
582,9/30/2022,21:38:00,110,Male,35,Clothing,3,300,75,900
583,1/28/2022,19:44:00,131,Female,24,Electronics,4,25,7.75,100
584,12/31/2022,10:21:00,106,Female,27,Beauty,4,50,16.5,200
585,6/6/2023,21:49:00,3,Female,24,Clothing,1,25,13.75,25
586,12/20/2023,14:57:00,84,Male,50,Electronics,1,50,21.5,50
587,9/4/2023,19:00:00,91,Female,40,Beauty,4,300,99,1200
588,10/18/2023,17:54:00,5,Male,38,Electronics,2,30,13.8,60
589,7/8/2023,7:11:00,5,Female,36,Beauty,2,500,145,1000
590,5/4/2023,11:52:00,151,Male,36,Clothing,3,300,135,900
591,3/21/2022,8:38:00,94,Male,53,Electronics,4,25,6.5,100
592,12/26/2022,9:15:00,77,Female,46,Beauty,4,500,275,2000
593,1/18/2023,22:05:00,2,Male,35,Electronics,2,30,13.2,60
594,9/7/2023,21:49:00,72,Female,19,Electronics,2,300,291,600
595,10/15/2022,21:35:00,65,Female,18,Clothing,4,500,210,2000
596,2/12/2022,8:44:00,87,Female,64,Electronics,1,300,93,300
597,11/1/2022,19:29:00,84,Male,22,Beauty,4,300,111,1200
598,6/23/2022,17:02:00,7,Male,37,Beauty,4,30,11.1,120
599,12/10/2023,19:07:00,82,Female,28,Beauty,2,50,24.5,100
600,10/9/2023,18:39:00,64,Female,59,Beauty,2,500,525,1000
601,6/5/2023,9:23:00,5,Male,19,Clothing,1,30,13.2,30
602,12/12/2023,16:46:00,75,Female,20,Electronics,1,300,96,300
603,4/18/2022,20:17:00,95,Female,40,Clothing,3,30,14.1,90
604,9/16/2022,19:34:00,139,Female,29,Electronics,4,50,50.5,200
605,10/19/2023,22:24:00,76,Male,37,Electronics,2,500,180,1000
606,6/13/2023,20:19:00,2,Male,22,Electronics,1,50,19.5,50
607,5/5/2023,9:33:00,109,Male,54,Clothing,3,25,13.25,75
608,12/7/2022,22:19:00,112,Female,55,Electronics,3,500,200,1500
609,11/19/2023,13:02:00,59,Female,47,Clothing,2,50,13,100
610,12/18/2022,6:56:00,137,Female,26,Beauty,2,300,93,600
611,7/21/2022,8:13:00,11,Male,51,Beauty,3,500,180,1500
612,2/23/2022,19:06:00,77,Female,61,Electronics,1,500,235,500
613,5/8/2023,17:23:00,2,Female,52,Clothing,3,30,11.4,90
614,2/13/2023,6:28:00,61,Female,39,Beauty,4,300,120,1200
615,10/31/2022,15:06:00,58,Female,61,Clothing,4,25,10.5,100
616,12/31/2022,19:18:00,122,Male,41,Clothing,2,50,49.5,100
617,8/6/2022,19:12:00,30,Male,34,Electronics,1,30,28.5,30
618,10/13/2022,10:22:00,5,Female,27,Beauty,1,50,26,50
619,10/9/2023,18:10:00,56,Male,47,Electronics,4,25,26.25,100
620,11/6/2023,20:59:00,4,Male,63,Electronics,3,25,7,75
621,4/13/2022,9:55:00,138,Female,40,Beauty,2,500,275,1000
622,10/16/2022,22:00:00,155,Female,49,Beauty,3,25,6.25,75
623,11/15/2023,10:00:00,39,Male,34,Clothing,3,50,26,150
624,2/5/2022,19:08:00,48,Female,34,Beauty,3,300,342,900
625,12/25/2022,13:36:00,68,Male,31,Clothing,1,300,123,300
626,10/30/2022,21:01:00,65,Female,26,Clothing,4,500,555,2000
627,10/24/2022,18:14:00,79,Male,57,Clothing,1,50,55.5,50
628,12/23/2023,18:00:00,66,Female,19,Beauty,4,50,59.5,200
629,1/5/2023,19:55:00,39,Male,62,Electronics,2,25,8,50
630,3/21/2023,17:29:00,94,Male,42,Clothing,2,50,25.5,100
631,10/22/2023,22:18:00,92,Male,56,Electronics,3,30,16.5,90
632,10/25/2023,20:13:00,78,Female,26,Electronics,4,25,24.75,100
633,7/6/2023,22:20:00,35,Male,39,Beauty,4,30,12.3,120
634,10/10/2022,19:25:00,68,Male,60,Electronics,4,500,535,2000
635,12/4/2022,21:03:00,89,Female,63,Electronics,3,300,129,900
636,5/9/2023,6:15:00,60,Female,21,Beauty,3,500,230,1500
637,12/2/2022,18:54:00,21,Male,43,Clothing,2,300,321,600
638,1/10/2023,19:52:00,154,Male,46,Electronics,1,500,190,500
639,8/1/2023,19:47:00,4,Female,62,Beauty,4,50,26.5,200
640,12/25/2023,20:05:00,3,Female,51,Electronics,4,30,12.6,120
641,12/25/2023,18:30:00,105,Female,40,Electronics,1,300,144,300
642,5/4/2023,21:40:00,1,Female,54,Clothing,4,25,12,100
643,10/5/2022,22:26:00,63,Female,28,Electronics,3,30,28.8,90
644,10/13/2022,21:49:00,107,Male,23,Beauty,3,25,29,75
645,12/14/2022,22:11:00,51,Female,35,Electronics,4,30,11.1,120
646,5/26/2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90
647,3/1/2023,19:53:00,5,Male,59,Clothing,3,500,190,1500
648,2/23/2023,18:13:00,41,Male,53,Beauty,4,300,138,1200
649,6/21/2022,8:17:00,44,Female,58,Clothing,2,300,135,600
650,10/8/2023,12:41:00,98,Male,55,Electronics,1,30,15,30
651,9/28/2023,21:02:00,30,Male,51,Clothing,3,50,26,150
652,10/31/2023,17:05:00,4,Female,34,Beauty,2,50,20.5,100
653,11/25/2023,22:53:00,3,Male,54,Clothing,3,25,9.25,75
654,8/14/2023,17:40:00,92,Male,42,Clothing,3,25,9.25,75
655,10/31/2022,18:43:00,19,Female,55,Clothing,1,500,210,500
656,11/12/2023,20:58:00,27,Male,29,Beauty,3,30,29.4,90
657,1/29/2022,8:53:00,46,Male,40,Clothing,1,25,8,25
658,10/30/2023,7:47:00,93,Male,59,Clothing,1,25,6.5,25
659,6/9/2023,6:08:00,75,Female,39,Electronics,1,30,8.1,30
660,7/29/2023,18:46:00,2,Female,38,Beauty,2,500,270,1000
661,8/5/2022,22:09:00,10,Female,44,Clothing,4,25,7,100
662,12/3/2022,12:40:00,100,Male,48,Beauty,2,500,145,1000
663,8/16/2023,6:32:00,133,Male,23,Clothing,4,300,87,1200
664,9/3/2022,16:52:00,109,Female,44,Clothing,4,500,170,2000
665,10/3/2023,22:49:00,1,Male,57,Clothing,1,50,19,50
666,3/3/2022,10:59:00,49,Male,51,Electronics,3,50,16,150
667,12/1/2022,18:46:00,22,Female,29,Electronics,1,500,190,500
668,6/17/2022,20:33:00,135,Female,62,Electronics,3,50,24.5,150
669,1/23/2022,20:24:00,110,Male,24,Beauty,4,300,87,1200
670,9/29/2023,17:24:00,59,Male,27,Beauty,1,30,35.7,30
671,9/23/2023,19:51:00,2,Male,62,Electronics,3,50,61.5,150
672,2/17/2022,19:44:00,1,Female,34,Beauty,2,50,27.5,100
673,7/4/2022,10:14:00,18,Female,43,Clothing,3,500,270,1500
674,3/30/2023,11:10:00,2,Female,38,Clothing,1,300,84,300
675,7/19/2023,18:10:00,26,Female,45,Clothing,2,30,15.9,60
676,7/10/2023,22:13:00,80,Male,63,Electronics,3,500,205,1500
677,12/17/2022,21:13:00,65,Female,19,Beauty,3,500,555,1500
678,11/17/2022,15:55:00,70,Female,60,Electronics,3,300,144,900
679,8/26/2022,8:59:00,64,Female,18,Beauty,,,,
680,12/1/2022,22:04:00,110,Female,53,Clothing,3,300,330,900
681,8/4/2023,22:12:00,24,Female,43,Electronics,2,30,8.4,60
682,10/23/2023,20:51:00,60,Male,46,Beauty,4,300,354,1200
683,3/6/2022,10:22:00,82,Male,38,Beauty,2,500,175,1000
684,6/20/2023,18:02:00,54,Female,28,Clothing,2,500,225,1000
685,7/4/2023,22:15:00,90,Male,57,Electronics,2,25,7.75,50
686,1/6/2022,17:14:00,68,Female,28,Electronics,4,50,23.5,200
687,6/27/2022,17:14:00,86,Female,53,Electronics,1,300,150,300
688,10/28/2023,21:45:00,132,Male,56,Clothing,4,25,24.75,100
689,10/16/2022,20:17:00,55,Male,57,Electronics,2,50,52.5,100
690,12/19/2023,18:39:00,91,Female,52,Clothing,3,300,324,900
691,5/12/2023,21:09:00,5,Female,51,Clothing,3,30,14.7,90
692,9/30/2022,19:48:00,110,Female,64,Clothing,2,50,49.5,100
693,6/8/2023,17:12:00,1,Male,41,Beauty,3,500,270,1500
694,6/30/2023,17:47:00,3,Female,39,Electronics,2,25,10,50
695,4/3/2022,22:12:00,52,Female,22,Electronics,3,50,21,150
696,10/9/2023,18:05:00,24,Female,50,Clothing,4,50,48.5,200
697,12/25/2022,7:52:00,152,Male,53,Clothing,1,500,200,500
698,3/17/2022,20:56:00,116,Female,64,Electronics,1,300,123,300
699,11/21/2022,22:21:00,129,Female,37,Clothing,4,30,16.2,120
700,9/1/2022,15:07:00,61,Male,36,Electronics,4,500,250,2000
701,11/29/2023,16:33:00,93,Female,52,Beauty,2,30,14.1,60
702,3/3/2023,17:18:00,66,Female,60,Clothing,2,300,78,600
703,7/31/2023,9:56:00,140,Male,34,Electronics,2,50,18.5,100
704,9/11/2023,22:40:00,141,Female,62,Clothing,3,30,34.8,90
705,9/30/2022,7:28:00,37,Male,60,Electronics,2,25,6.25,50
706,9/4/2022,22:19:00,66,Male,51,Electronics,4,25,8,100
707,10/23/2023,20:34:00,117,Female,26,Clothing,1,500,580,500
708,4/6/2022,8:38:00,62,Female,43,Beauty,3,300,87,900
709,9/22/2022,22:32:00,61,Female,19,Electronics,2,500,140,1000
710,9/3/2022,21:11:00,71,Female,26,Electronics,3,500,495,1500
711,9/23/2023,22:26:00,103,Male,26,Electronics,3,500,575,1500
712,9/12/2023,14:15:00,108,Female,57,Beauty,2,25,11.5,50
713,4/16/2022,11:43:00,39,Male,34,Beauty,3,25,11.25,75
714,10/29/2022,8:50:00,20,Female,18,Clothing,1,500,190,500
715,10/11/2022,20:57:00,55,Female,42,Beauty,4,25,6.25,100
716,8/13/2023,19:51:00,137,Female,60,Clothing,4,300,108,1200
717,11/30/2023,8:15:00,8,Male,57,Clothing,1,500,190,500
718,11/2/2023,20:25:00,154,Female,59,Beauty,3,25,25,75
719,7/2/2023,7:19:00,37,Female,42,Clothing,2,30,12,60
720,4/8/2022,8:50:00,116,Female,56,Beauty,3,500,235,1500
721,6/23/2023,17:10:00,5,Female,52,Clothing,1,500,145,500
722,2/24/2023,18:35:00,25,Male,20,Beauty,3,300,162,900
723,7/14/2022,21:57:00,120,Female,54,Beauty,4,50,20.5,200
724,6/14/2023,6:56:00,3,Male,61,Clothing,3,50,20,150
725,9/21/2023,20:32:00,2,Male,61,Electronics,1,300,153,300
726,6/5/2022,19:37:00,72,Male,47,Clothing,4,300,126,1200
727,11/15/2023,18:37:00,32,Male,55,Beauty,3,300,105,900
728,6/2/2022,19:35:00,78,Male,51,Electronics,3,50,18,150
729,8/26/2023,22:29:00,3,Male,29,Clothing,4,300,84,1200
730,2/20/2022,19:38:00,131,Female,36,Clothing,2,25,13.25,50
731,9/30/2023,18:49:00,1,Male,54,Clothing,4,500,165,2000
732,10/13/2022,8:45:00,136,Male,61,Electronics,2,500,250,1000
733,10/25/2022,21:07:00,143,Male,34,Beauty,1,30,28.5,30
734,3/12/2022,8:54:00,77,Female,27,Clothing,1,30,15.6,30
735,11/26/2022,21:38:00,153,Female,64,Clothing,4,500,515,2000
736,12/18/2022,8:30:00,97,Male,29,Clothing,4,25,9.75,100
737,3/23/2023,21:11:00,26,Female,33,Clothing,1,50,14,50
738,2/5/2023,18:24:00,5,Male,41,Clothing,2,50,26,100
739,10/14/2023,17:09:00,57,Male,36,Beauty,1,25,10.25,25
740,12/1/2022,6:58:00,33,Female,25,Beauty,4,50,13,200
741,12/24/2022,22:30:00,53,Male,48,Clothing,1,300,141,300
742,3/19/2022,6:08:00,37,Female,38,Electronics,4,500,195,2000
743,8/7/2022,7:54:00,55,Female,34,Beauty,4,500,260,2000
744,5/23/2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25
745,8/14/2023,7:30:00,3,Male,54,Beauty,2,50,17,100
746,7/5/2022,11:33:00,42,Female,33,Clothing,,,,
747,10/21/2022,18:12:00,51,Male,23,Beauty,1,30,9.3,30
748,3/1/2023,9:35:00,132,Male,25,Clothing,3,50,24,150
749,7/26/2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30
750,11/13/2022,7:33:00,69,Female,35,Clothing,3,25,8.75,75
751,11/8/2023,19:58:00,115,Female,42,Clothing,2,25,24.75,50
752,9/20/2023,16:06:00,79,Male,29,Clothing,2,50,13,100
753,7/6/2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30
754,9/26/2023,18:40:00,90,Female,43,Electronics,4,25,23.75,100
755,11/27/2023,20:07:00,1,Female,58,Clothing,3,25,6.75,75
756,7/17/2023,20:33:00,4,Female,62,Electronics,4,300,333,1200
757,10/6/2023,12:10:00,82,Female,43,Electronics,4,300,105,1200
758,4/23/2023,18:30:00,1,Male,64,Clothing,4,25,6.75,100
759,5/23/2023,21:21:00,75,Male,49,Electronics,2,50,21.5,100
760,6/26/2023,7:59:00,14,Male,27,Beauty,1,500,125,500
761,11/14/2022,22:16:00,64,Female,33,Clothing,1,500,275,500
762,11/27/2023,17:49:00,56,Female,24,Electronics,2,25,10.25,50
763,4/23/2022,9:43:00,58,Male,34,Clothing,2,25,11.5,50
764,11/7/2023,8:46:00,47,Female,40,Clothing,1,25,11.25,25
765,10/16/2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200
766,1/4/2022,8:02:00,128,Male,38,Electronics,3,300,165,900
767,11/7/2022,22:44:00,72,Male,39,Beauty,3,25,24.5,75
768,6/27/2022,6:50:00,58,Female,24,Beauty,3,25,10.5,75
769,9/9/2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120
770,12/11/2022,22:49:00,71,Male,32,Clothing,1,50,55,50
771,12/24/2023,12:23:00,70,Male,24,Electronics,2,25,11.75,50
